"yr","blk","a1","a2","a3","a4","a5","a7","a8","a9","a10","a11","a12","bonus","pf","welfare","mwdays","nwdays","wdays","costop","expshare","mult"
"24","A","133856","99999",1,"9999","11011","27","99",1,"9999",1,1,1490820,0,0,127,177,304,233692442,0,1
"24","A","133857","99999",1,"9999","11012","27","99",1,"9999",1,3,0,0,0,0,0,0,0,0,1
"24","A","133858","99999",1,"9999","11011","27","99",1,"9999",1,1,0,4076000,1677000,313,0,313,2716297000,0,1
"24","A","133859","99999",1,"9999","11019","27","99",1,"9999",1,1,4185000,7005000,1030000,308,0,308,1137625000,0,1
"24","A","133860","99999",1,"9999","11019","27","99",1,"9999",1,1,1042175,1082603,108756,127,177,304,555453144,0,1
"24","A","133861","99999",1,"9999","11019","27","99",1,"9999",1,1,0,6612245,6500749,359,0,359,3826329416,0,1
"24","A","133862","99999",1,"9999","11019","27","99",1,"9999",1,1,0,1103660,144254,306,0,306,444481067,0,1
"24","A","133863","99999",1,"9999","11019","27","99",1,"9999",1,1,1310239,1042451,1310389,309,0,309,959433982,0,1
"24","A","133864","99999",1,"9999","11011","27","99",1,"9999",1,1,772020,569370,7014,307,0,307,715784888,1,1
"24","A","133865","99999",1,"9999","11019","27","99",1,"9999",1,1,1077840,881000,654000,298,0,298,1118296000,0,1
"24","A","133866","99999",1,"9999","11020","27","99",1,"9999",2,1,10051410,13589315,9676985,282,0,282,1753259314,0,1
"24","A","133868","99999",1,"9999","11020","27","99",1,"9999",1,1,8593000,18300000,25500000,306,0,306,969400000,0,1
"24","A","133869","99999",1,"9999","11031","27","99",2,"9999",1,1,3070039,3125658,4637360,303,0,303,623855241,0,1
"24","A","133870","99999",1,"9999","11031","27","99",2,"9999",1,1,512400,4328770,1141123,315,0,315,548239746,0,1
"24","A","133871","99999",1,"9999","11031","27","99",2,"9999",1,1,4601319,43614784,23285356,306,0,306,9645296536,0,1
"24","A","133872","99999",1,"9999","11031","27","99",2,"9999",1,1,1497322,2002011,3391500,309,0,309,106031744,0,1
"24","A","133873","99999",1,"9999","11031","27","99",2,"9999",1,1,2106372,3128731,15027551,310,0,310,3793794567,0,1
"24","A","133874","99999",1,"9999","11031","27","99",2,"9999",1,1,3650116,7997496,12791401,366,0,366,3720500432,0,1
"24","A","133875","99999",1,"9999","11039","27","99",1,"9999",1,1,4110000,4052000,1252000,306,0,306,2894277000,0,1
"24","A","133876","99999",1,"9999","11031","27","99",2,"9999",1,1,17443173,6258775,11472955,305,0,305,4249290609,0,1
"24","A","133877","99999",1,"9999","11044","27","99",2,"9999",1,1,29175,15270,21650,365,0,365,2971646,0,1
"24","A","133878","99999",1,"9999","11043","27","99",2,"9999",2,1,11416375,13849969,17819403,313,0,313,2242693224,0,1
"24","A","133879","99999",1,"9999","11044","27","99",1,"9999",1,1,0,0,1000,305,0,305,2623509,0,1
"24","A","133880","99999",1,"9999","11044","27","99",2,"9999",1,5,0,0,0,0,0,0,0,0,0
"24","A","133881","99999",1,"9999","11049","27","99",1,"9999",1,1,4714237,81451784,99977247,310,0,310,10151765578,0,1
"24","A","133882","99999",1,"9999","11045","27","99",2,"9999",1,1,1032000,3527000,2760000,307,0,307,457803000,0,1
"24","A","133883","99999",1,"9999","11049","27","99",1,"9999",1,1,25813781,58881867,49318843,301,0,301,7699879499,0,1
"24","A","133884","99999",1,"9999","11044","27","99",1,"9999",1,1,0,0,0,299,0,299,119329,0,1
"24","A","133885","99999",1,"9999","11045","27","99",2,"9999",1,1,0,870100,668300,15,7,22,80792800,0,1
"24","A","133886","99999",1,"9999","11043","27","99",2,"9999",1,2,310148,1010291,113447,0,316,316,3263258,0,1
"24","A","133887","99999",1,"9999","11045","27","99",2,"9999",1,1,0,2189000,22000,302,0,302,205477000,0,1
"24","A","133889","99999",1,"9999","10799","27","99",2,"9999",2,1,1408553,1976528,371654,301,0,301,253855559,14,1
"24","A","133890","99999",1,"9999","11044","27","99",2,"9999",1,1,0,0,0,153,0,153,556282,0,1
"24","A","133891","99999",1,"9999","11045","27","99",2,"9999",1,4,0,0,0,0,0,0,0,0,1
"24","A","133892","99999",1,"9999","11045","27","99",1,"9999",1,1,1048917,2888500,6700000,306,0,306,1986661264,0,1
"24","A","133893","99999",1,"9999","11043","27","99",1,"9999",1,1,0,0,0,288,0,288,9332714,0,1
"24","A","133894","99999",1,"9999","11044","27","99",2,"9999",1,1,0,0,0,303,0,303,3935006,0,1
"24","A","133895","99999",1,"9999","11043","27","99",1,"9999",1,1,0,0,0,316,0,316,9154291,0,1
"24","A","133896","99999",1,"9999","11044","27","99",1,"9999",1,1,0,0,0,106,0,106,718300,0,1
"24","A","133897","99999",1,"9999","10799","27","99",2,"9999",2,1,13977000,8700100,2500000,248,0,248,769650000,0,1
"24","A","133898","99999",1,"9999","11043","27","99",2,"9999",1,1,405796,361574,0,309,0,309,200753003,0,1
"24","A","133900","99999",1,"9999","11043","27","99",2,"9999",1,1,349630,863346,131675,302,0,302,81616180,0,1
"24","A","133901","99999",1,"9999","11043","27","99",2,"9999",2,1,0,748587,700552,304,0,304,39457415,0,1
"24","A","133902","99999",1,"9999","11044","27","99",1,"9999",1,1,0,0,0,298,0,298,1351392,0,1
"24","A","133903","99999",1,"9999","11045","27","99",2,"9999",1,1,10670977,14353790,9841651,304,0,304,2100245386,0,1
"24","A","133905","99999",1,"9999","11043","27","99",2,"9999",1,1,20040,44758,111969,316,0,316,34741692,0,1
"24","A","133906","99999",1,"9999","11049","27","99",1,"9999",1,8,0,0,0,0,0,0,0,0,0
"24","A","133907","99999",1,"9999","11045","27","99",2,"9999",2,1,27020019,16545716,19525784,301,0,301,3553492814,0,1
"24","A","133910","99999",1,"9999","13111","27","99",1,"9999",1,1,0,46540,59100,137,15,152,4747777,0,1
"24","A","133911","99999",1,"9999","13111","27","99",1,"9999",1,1,1189553,2258381,165878,284,82,366,423192314,0,1
"24","A","133912","99999",1,"9999","13111","27","99",2,"9999",1,1,358582,5552028,516332,301,0,301,100367496,0,1
"24","A","133913","99999",1,"9999","13111","27","99",2,"9999",1,8,0,0,0,0,0,0,0,0,0
"24","A","133914","99999",1,"9999","13111","27","99",2,"9999",2,8,0,0,0,0,0,0,0,0,0
"24","A","133915","99999",1,"9999","13111","27","99",2,"9999",1,2,0,0,0,307,0,307,79217653,0,1
"24","A","133916","99999",1,"9999","13111","27","99",2,"9999",1,2,0,0,0,305,0,305,85183601,0,1
"24","A","133917","99999",1,"9999","13111","27","99",1,"9999",1,1,5334864,8659174,0,295,0,295,672155744,0,1
"24","A","133918","99999",1,"9999","13111","27","99",1,"9999",1,1,11833828,11827626,10440401,127,0,127,1467991289,0,1
"24","A","133919","99999",1,"9999","13111","27","99",1,"9999",1,1,2238070,9620992,0,315,0,315,649039362,0,1
"24","A","133920","99999",1,"9999","13111","27","99",1,"9999",1,1,2454777,712150,3567494,307,0,307,111334894,0,1
"24","A","133921","99999",1,"9999","13111","27","99",1,"9999",1,1,2385658,4786214,532908,354,0,354,384867121,0,1
"24","A","133922","99999",1,"9999","13111","27","99",1,"9999",1,1,2036708,5353462,1065439,312,0,312,436191472,0,1
"24","A","133923","99999",1,"9999","13111","27","99",2,"9999",1,1,0,5928430,1019632,304,0,304,877712817,0,1
"24","A","133925","99999",1,"9999","13111","27","99",1,"9999",1,1,7526922,3330008,31091,306,0,306,729694354,0,1
"24","A","133926","99999",1,"9999","13111","27","99",1,"9999",1,1,13451863,45211548,3540680,338,0,338,4020920896,95,1
"24","A","133927","99999",1,"9999","13119","27","99",1,"9999",1,4,0,0,0,0,0,0,0,0,1
"24","A","133928","99999",1,"9999","13114","27","99",1,"9999",1,1,1428991,2585781,8683,310,0,310,189773811,0,1
"24","A","133929","99999",1,"9999","13114","27","99",1,"9999",1,1,23260705,22949618,20837444,357,0,357,2224642850,21,1
"24","A","133930","99999",1,"9999","13114","27","99",1,"9999",1,1,9200531,15782245,8050014,365,0,365,1804526098,20,1
"24","A","133931","99999",1,"9999","13114","27","99",2,"9999",2,1,1213564,1213116,833395,308,0,308,127456115,0,1
"24","A","133932","99999",1,"9999","13111","27","99",1,"9999",1,1,0,15886468,2362755,311,0,311,1980254514,0,1
"24","A","133933","99999",1,"9999","13111","27","99",1,"9999",1,8,0,0,0,0,0,0,0,0,0
"24","A","133934","99999",1,"9999","13119","27","99",1,"9999",1,4,0,0,0,0,0,0,0,0,1
"24","A","133935","99999",1,"9999","13119","27","99",1,"9999",1,4,0,0,0,0,0,0,0,0,1
"24","A","133936","99999",1,"9999","13111","27","99",2,"9999",1,5,0,0,0,0,0,0,0,0,0
"24","A","133937","99999",1,"9999","13111","27","99",1,"9999",1,1,2789795,3004222,17285,184,131,315,109970068,0,1
"24","A","133938","99999",1,"9999","13111","27","99",1,"9999",2,1,4062065,12552452,6668203,300,0,300,1055489677,0,1
"24","A","133939","99999",1,"9999","13111","27","99",1,"9999",1,1,1400202,244760,33807,290,0,290,68483920,0,1
"24","A","133940","99999",1,"9999","13111","27","99",1,"9999",1,1,0,242795,7275,307,0,307,170032412,0,1
"24","A","133941","99999",1,"9999","13111","27","99",2,"9999",1,1,0,154050,0,49,0,49,22743232,0,1
"24","A","133942","99999",1,"9999","13111","27","99",2,"9999",1,1,37513133,86017084,36746307,306,0,306,7134765489,0,1
"24","A","133943","99999",1,"9999","13111","27","99",1,"9999",1,1,5879139,8658635,2481879,366,0,366,1669889282,36,1
"24","A","133944","99999",1,"9999","13114","27","99",2,"9999",1,1,0,9719089,7513992,302,0,302,2732282265,0,1
"24","A","133945","99999",1,"9999","13114","27","99",1,"9999",1,1,0,649813,1319064,306,0,306,102562140,0,1
"24","A","133946","99999",1,"9999","13111","27","99",1,"9999",1,1,2378465,3828539,249893,310,0,310,435289382,0,1
"24","A","133947","99999",1,"9999","13111","27","99",1,"9999",1,1,4500000,7552582,148941,310,0,310,1381684449,0,1
"24","A","133948","99999",1,"9999","13111","27","99",1,"9999",1,1,15889301,41002759,5106603,303,0,303,4335616066,0,1
"24","A","133949","99999",1,"9999","13111","27","99",1,"9999",1,1,0,17208000,11762000,359,0,359,4736913000,0,1
"24","A","133950","99999",1,"9999","13111","27","99",1,"9999",1,1,0,0,6050797,359,0,359,2743392210,0,1
"24","A","133951","99999",1,"9999","13112","27","99",2,"9999",1,1,83670,172270,95180,304,0,304,16423150,0,1
"24","A","133952","99999",1,"9999","13114","27","99",2,"9999",2,1,8500398,9177840,512405,311,0,311,3515848577,55,1
"24","A","133953","99999",1,"9999","13111","27","99",1,"9999",1,1,5272712,5982068,704511,303,0,303,1638349858,0,1
"24","A","133954","99999",1,"9999","13111","27","99",1,"9999",1,1,6106053,5107517,5523323,206,0,206,911319596,0,1
"24","A","133955","99999",1,"9999","13111","27","99",1,"9999",1,1,1103000,309000,73000,305,0,305,2651625000,0,1
"24","A","133956","99999",1,"9999","13114","27","99",2,"9999",1,1,0,41794,286153,305,0,305,615856541,0,1
"24","A","133957","99999",1,"9999","13111","27","99",1,"9999",1,1,1093969,2520976,32197,310,0,310,762313380,0,1
"24","A","133958","99999",1,"9999","13111","27","99",1,"9999",1,1,4012471,8623097,3008584,314,0,314,1140805479,0,1
"24","A","133959","99999",1,"9999","13111","27","99",1,"9999",1,1,0,743764,151396,133,0,133,91144861,0,1
"24","A","133960","99999",1,"9999","13111","27","99",1,"9999",1,2,226169,2363510,13643,0,314,314,5465830,0,1
"24","A","133961","99999",1,"9999","13111","27","99",1,"9999",1,4,0,0,0,0,0,0,0,0,1
"24","A","133962","99999",1,"9999","13111","27","99",1,"9999",1,1,7890639,1164803,4104839,359,0,359,1739618656,0,1
"24","A","133963","99999",1,"9999","13111","27","99",2,"9999",2,2,0,0,0,0,307,307,1544201,0,1
"24","A","133964","99999",1,"9999","13111","27","99",1,"9999",1,8,0,0,0,0,0,0,0,0,0
"24","A","133965","99999",1,"9999","13111","27","99",1,"9999",1,1,0,15000,0,25,0,25,309452,0,1
"24","A","133966","99999",1,"9999","13111","27","99",1,"9999",1,2,0,0,40700,0,219,219,107905768,0,1
"24","A","133967","99999",1,"9999","13111","27","99",1,"9999",1,2,0,220154,20000,0,137,137,7251185,0,1
"24","A","133968","99999",1,"9999","13111","27","99",2,"9999",1,1,1414000,2902651,1556965,366,0,366,722539019,0,1
"24","A","133969","99999",1,"9999","13111","27","99",1,"9999",1,8,0,0,0,0,0,0,0,0,0
"24","A","133970","99999",1,"9999","13111","27","99",1,"9999",1,1,11159350,4843000,1808000,304,0,304,3712401000,0,1
"24","A","133971","99999",1,"9999","13111","27","99",1,"9999",1,1,8140906,2734487,556663,308,0,308,1006678419,0,1
"24","A","133972","99999",1,"9999","13111","27","99",1,"9999",1,1,2024987,5496968,2551826,366,0,366,1718494912,0,1
"24","A","133973","99999",1,"9999","13111","27","99",1,"9999",2,1,681000,3830000,2600000,306,0,306,1392580000,4,1
"24","A","133975","99999",1,"9999","13111","27","99",2,"9999",1,1,0,992961,16648,310,0,310,205081929,10,1
"24","A","133976","99999",1,"9999","13111","27","99",1,"9999",1,1,85415,4890847,935693,300,0,300,149655345,0,1
"24","A","133978","99999",1,"9999","13111","27","99",1,"9999",1,1,2183889,1228879,1004757,317,0,317,377029731,0,1
"24","A","133979","99999",1,"9999","13111","27","99",1,"9999",1,1,3480000,10384000,45000,307,0,307,1395642825,0,1
"24","A","133980","99999",1,"9999","13111","27","99",2,"9999",1,1,0,4663101,780496,310,0,310,246739712,0,1
"24","A","133981","99999",1,"9999","13111","27","99",1,"9999",1,1,135400,88994,542361,305,0,305,756619156,0,1
"24","A","133982","99999",1,"9999","13111","27","99",1,"9999",1,1,958389,982544,639793,307,0,307,326799686,0,1
"24","A","133983","99999",1,"9999","13111","27","99",1,"9999",1,1,2578734,3199407,2911296,312,0,312,887346575,0,1
"24","A","133984","99999",1,"9999","13114","27","99",2,"9999",2,1,3177537,4908324,1523653,305,0,305,92811857,0,1
"24","A","133986","99999",1,"9999","13111","27","99",1,"9999",1,4,0,0,0,0,0,0,0,0,1
"24","A","133987","99999",1,"9999","13111","27","99",1,"9999",1,1,1502210,3177039,20435,315,0,315,524634376,0,1
"24","A","133988","99999",1,"9999","13111","27","99",1,"9999",1,1,541368,3116785,3120044,305,0,305,810878584,0,1
"24","A","133989","99999",1,"9999","13111","27","99",1,"9999",1,1,0,0,1608000,309,0,309,683451000,0,1
"24","A","133990","99999",1,"9999","13111","27","99",1,"9999",1,1,0,59360,0,226,42,268,14392438,0,1
"24","A","133991","99999",1,"9999","13111","27","99",1,"9999",1,1,6463259,11481401,176079,316,0,316,988918018,0,1
"24","A","133992","99999",1,"9999","13111","27","99",1,"9999",1,1,4060472,7133895,122584,305,0,305,695984985,0,1
"24","A","133993","99999",1,"9999","13111","27","99",1,"9999",1,1,3667526,2192933,812126,326,0,326,1724456663,0,1
"24","A","133995","99999",1,"9999","13111","27","99",2,"9999",1,1,550543,10447746,0,365,0,365,528225464,0,1
"24","A","133996","99999",1,"9999","13111","27","99",1,"9999",1,1,402000,1244534,1403537,311,0,311,1215180124,0,1
"24","A","133997","99999",1,"9999","13111","27","99",1,"9999",1,1,2012000,3170000,409000,313,0,313,680070000,0,1
"24","A","133998","99999",1,"9999","13111","27","99",1,"9999",1,1,0,981668,0,304,0,304,337757859,0,1
"24","A","133999","99999",1,"9999","13111","27","99",1,"9999",1,1,0,2437162,455172,358,0,358,435195509,0,1
"24","A","134000","99999",1,"9999","13111","27","99",1,"9999",1,1,0,1482836,133731,306,0,306,1921147541,0,1
"24","A","134001","99999",1,"9999","13111","27","99",1,"9999",1,1,0,808154,215590,362,0,362,98906882,0,1
"24","A","134002","99999",1,"9999","13111","27","99",1,"9999",1,1,0,1509741,1510767,305,0,305,1311072831,0,1
"24","A","134003","99999",1,"9999","13111","27","99",1,"9999",1,1,2624911,922019,0,314,0,314,201262160,0,1
"24","A","134005","99999",1,"9999","13111","27","99",1,"9999",1,1,627600,685776,1626705,358,0,358,574212904,0,1
"24","A","134006","99999",1,"9999","13111","27","99",1,"9999",1,1,1129500,764184,492335,307,0,307,711322858,0,1
"24","A","134007","99999",1,"9999","13111","27","99",2,"9999",1,1,930130,469389,1381042,302,0,302,1256912112,0,1
"24","A","134008","99999",1,"9999","13114","27","99",1,"9999",1,1,0,811003,538510,305,0,305,767141308,0,1
"24","A","134009","99999",1,"9999","13111","27","99",1,"9999",1,1,0,350000,0,314,0,314,857741000,0,1
"24","A","134010","99999",1,"9999","13114","27","99",2,"9999",1,1,0,29180,0,310,0,310,127428380,0,1
"24","A","134011","99999",1,"9999","13111","27","99",2,"9999",1,1,1140740,613047,3986625,302,0,302,2462246067,0,1
"24","A","134012","99999",1,"9999","13111","27","99",1,"9999",1,1,1123562,3492007,2454800,302,0,302,1885884517,0,1
"24","A","134013","99999",1,"9999","13111","27","99",1,"9999",1,2,0,0,0,305,0,305,5102048,0,1
"24","A","134014","99999",1,"9999","13111","27","99",1,"9999",1,1,0,6866843,9254501,310,0,310,1410113022,0,1
"24","A","134015","99999",1,"9999","13111","27","99",1,"9999",1,1,0,0,0,305,0,305,138605930,0,1
"24","A","134016","99999",1,"9999","13111","27","99",1,"9999",1,1,937393,3562540,1951677,303,0,303,3584028711,32,1
"24","A","134017","99999",1,"9999","13114","27","99",2,"9999",1,1,0,0,0,138,0,138,140903896,0,1
"24","A","134019","99999",1,"9999","13111","27","99",1,"9999",1,1,0,216885,53686,316,0,316,676059462,0,1
"24","A","134020","99999",1,"9999","13111","27","99",2,"9999",1,1,0,1404000,1449000,302,0,302,1214888000,0,1
"24","A","134021","99999",1,"9999","13111","27","99",1,"9999",1,1,1204948,446714,1461691,303,10,313,969569610,0,1
"24","A","134022","99999",1,"9999","13111","27","99",1,"9999",1,1,0,0,0,305,0,305,481812546,0,1
"24","A","134023","99999",1,"9999","20303","27","99",1,"9999",1,1,0,2937029,1616101,293,0,293,1545432921,0,1
"24","A","134024","99999",1,"9999","13111","27","99",1,"9999",1,1,0,866933,2380645,306,0,306,1524250483,0,1
"24","A","134025","99999",1,"9999","13114","27","99",1,"9999",1,1,0,345263,2070561,302,0,302,677034343,0,1
"24","A","134026","99999",1,"9999","13111","27","99",1,"9999",1,1,0,28800,53500,50,0,50,33879100,0,1
"24","A","134027","99999",1,"9999","13111","27","99",1,"9999",1,1,0,0,0,10,0,10,9917819,0,1
"24","A","134028","99999",1,"9999","13111","27","99",1,"9999",1,1,0,1313873,1687357,359,0,359,1028606452,0,1
"24","A","134029","99999",1,"9999","14101","27","99",1,"9999",1,1,657773,0,158960,303,0,303,62589069,0,1
"24","A","134030","99999",1,"9999","13111","27","99",1,"9999",1,1,0,165150,0,204,0,204,518408658,0,1
"24","A","134031","99999",1,"9999","13114","27","99",2,"9999",2,8,0,0,0,0,0,0,0,0,0
"24","A","134032","99999",1,"9999","13121","27","99",2,"9999",1,1,21735705,21324972,5800000,312,0,312,4786129692,0,1
"24","A","134034","99999",1,"9999","13121","27","99",2,"9999",6,1,8928913,17050945,14829219,313,0,313,8409167990,0,1
"24","A","134036","99999",1,"9999","13122","27","99",2,"9999",1,1,0,0,9230,287,0,287,3036378,0,1
"24","A","134037","99999",1,"9999","13124","27","99",2,"9999",2,1,1052559,360286,489773,298,0,298,288476379,0,1
"24","A","134038","99999",1,"9999","13121","27","99",1,"9999",1,1,28209000,96319610,13452773,318,0,318,8888588214,0,1
"24","A","134039","99999",1,"9999","13124","27","99",1,"9999",2,1,19124586,17507435,4090741,306,0,306,1817155808,0,1
"24","A","134040","99999",1,"9999","13121","27","99",2,"9999",2,1,4534326,1687205,530480,301,0,301,884933011,0,1
"24","A","134041","99999",1,"9999","13124","27","99",2,"9999",4,1,1654435,726487,726722,314,0,314,546353315,0,1
"24","A","134042","99999",1,"9999","13121","27","99",2,"9999",2,1,2341806,2518450,167370,311,0,311,237505600,0,1
"24","A","134043","99999",1,"9999","13124","27","99",2,"9999",3,1,1767560,1252000,258000,301,0,301,339323000,0,1
"24","A","134044","99999",1,"9999","13121","27","99",2,"9999",2,1,1379489,1882863,490327,301,0,301,129515442,0,1
"24","A","134045","99999",1,"9999","13121","27","99",2,"9999",1,1,0,15627000,1639000,306,0,306,842473000,0,1
"24","A","134046","99999",1,"9999","13121","27","99",2,"9999",3,1,1465343,1555616,460597,302,0,302,193992196,0,1
"24","A","134047","99999",1,"9999","13121","27","99",2,"9999",4,1,876564,1151000,487000,304,0,304,128054000,0,1
"24","A","134048","99999",1,"9999","13121","27","99",1,"9999",1,1,8583060,28172250,13459980,359,0,359,4234829250,22,1
"24","A","134050","99999",1,"9999","13121","27","99",1,"9999",1,1,0,5323000,8116000,307,0,307,581636000,0,1
"24","A","134053","99999",1,"9999","13121","27","99",1,"9999",1,1,14699008,31157485,14668141,271,0,271,1708814194,0,1
"24","A","134062","99999",1,"9999","13121","27","99",2,"9999",2,1,1456376,922000,2149000,307,0,307,1640048000,0,1
"24","A","134064","99999",1,"9999","13121","27","99",2,"9999",1,1,129923,4615714,439423,305,0,305,67924889,0,1
"24","A","134066","99999",1,"9999","13121","27","99",1,"9999",1,1,0,4054000,1004000,310,0,310,3937379000,0,1
"24","A","134068","99999",1,"9999","13121","27","99",1,"9999",2,1,7622643,1284400,1164629,307,0,307,1255445550,0,1
"24","A","134069","99999",1,"9999","13124","27","99",2,"9999",1,1,3173519,570420,422917,310,0,310,233610660,0,1
"24","A","134070","99999",1,"9999","13121","27","99",1,"9999",1,1,2092562,326433,1080964,304,0,304,644693511,0,1
"24","A","134071","99999",1,"9999","13121","27","99",1,"9999",1,1,355785,319561,138849,310,0,310,400536992,0,1
"24","A","134072","99999",1,"9999","13124","27","99",1,"9999",1,1,593470,220782,606511,307,0,307,299971771,0,1
"24","A","134073","99999",1,"9999","13121","27","99",1,"9999",1,1,0,0,337840,313,0,313,101156450,0,1
"24","A","134074","99999",1,"9999","13124","27","99",2,"9999",3,1,397112,1910183,1641050,307,0,307,974411642,15,1
"24","A","134075","99999",1,"9999","13124","27","99",1,"9999",1,1,0,514060,2926569,311,0,311,499710439,0,1
"24","A","134076","99999",1,"9999","13121","27","99",2,"9999",2,1,3798805,14616028,9732778,306,0,306,2173463146,64,1
"24","A","134078","99999",1,"9999","13121","27","99",1,"9999",3,1,36696797,55324820,29501988,312,0,312,24928222388,0,1
"24","A","134082","99999",1,"9999","13121","27","99",1,"9999",2,1,1565342,2303000,1593000,309,0,309,1875147923,0,1
"24","A","134083","99999",1,"9999","13124","27","99",2,"9999",1,1,745654,338067,6082298,310,0,310,793712517,0,1
"24","A","134084","99999",1,"9999","13121","27","99",2,"9999",1,8,0,0,0,0,0,0,0,0,0
"24","A","134086","99999",1,"9999","13121","27","99",1,"9999",3,1,2552060,0,464846,308,0,308,327857494,0,1
"24","A","134087","99999",1,"9999","13121","27","99",2,"9999",1,1,1895059,7918213,766515,306,0,306,560243981,0,1
"24","A","134089","99999",1,"9999","13121","27","99",2,"9999",2,1,2244095,1218364,2143433,312,0,312,894390180,0,1
"24","A","134090","99999",1,"9999","13124","27","99",1,"9999",6,8,0,0,0,0,0,0,0,0,0
"24","A","134091","99999",1,"9999","13121","27","99",2,"9999",2,1,804260,1962050,185330,309,0,309,506997180,40,1
"24","A","134092","99999",1,"9999","13121","27","99",1,"9999",1,1,3604218,9765461,8066273,309,0,309,3237887869,0,1
"24","A","134094","99999",1,"9999","13124","27","99",2,"9999",3,1,1987296,4052607,2016249,310,0,310,688453092,0,1
"24","A","134095","99999",1,"9999","13122","27","99",1,"9999",2,1,2641982,1571281,521077,311,0,311,107675662,0,1
"24","A","134101","99999",1,"9999","13122","27","99",1,"9999",1,1,0,0,61863,303,0,303,2139359,0,1
"24","A","134102","99999",1,"9999","13121","27","99",1,"9999",2,1,314500,228192,0,314,0,314,383341421,0,1
"24","A","134103","99999",1,"9999","13121","27","99",1,"9999",1,1,3365840,129000,989000,311,0,311,342675000,0,1
"24","A","134104","99999",1,"9999","13121","27","99",2,"9999",2,1,0,739702,0,310,0,310,485838165,0,1
"24","A","134107","99999",1,"9999","13121","27","99",1,"9999",1,1,0,992000,689000,309,0,309,381141000,0,1
"24","A","134110","99999",1,"9999","13124","27","99",2,"9999",2,1,978000,0,1520667,310,0,310,253341998,0,1
"24","A","134112","99999",1,"9999","13124","27","99",2,"9999",2,1,851075,363337,293032,312,0,312,1344878380,0,1
"24","A","134116","99999",1,"9999","13121","27","99",1,"9999",1,1,5975485,1963000,3605000,312,0,312,2166607000,0,1
"24","A","134117","99999",1,"9999","13121","27","99",1,"9999",1,2,0,0,0,0,303,303,94467,0,1
"24","A","134118","99999",1,"9999","13124","27","99",2,"9999",2,1,135000,45000,25000,307,0,307,242044375,0,1
"24","A","134120","99999",1,"9999","13121","27","99",2,"9999",1,1,4798227,1391768,518000,311,0,311,1070793000,0,1
"24","A","134121","99999",1,"9999","13121","27","99",1,"9999",4,1,4429094,2110000,3737000,315,0,315,1626142000,0,1
"24","A","134122","99999",1,"9999","13121","27","99",1,"9999",1,1,10003130,38128415,16198245,312,0,312,5280547222,0,1
"24","A","134124","99999",1,"9999","13121","27","99",1,"9999",1,1,7423388,3385937,8306151,350,0,350,4750565985,28,1
"24","A","134125","99999",1,"9999","13121","27","99",2,"9999",1,1,148000,648000,86586,313,0,313,245703863,0,1
"24","A","134126","99999",1,"9999","13134","27","99",2,"9999",1,1,1545675,3915850,1200724,302,0,302,1025908469,0,1
"24","A","134128","99999",1,"9999","13124","27","99",2,"9999",2,1,2463588,2068499,405226,311,0,311,937846183,0,1
"24","A","134131","99999",1,"9999","13124","27","99",1,"9999",1,1,0,0,0,306,0,306,182768565,0,1
"24","A","134132","99999",1,"9999","13124","27","99",2,"9999",2,1,0,104403,19527,305,0,305,10080923,0,1
"24","A","134133","99999",1,"9999","13121","27","99",2,"9999",2,1,0,1035450,210154,306,0,306,118147334,0,1
"24","A","134136","99999",1,"9999","13124","27","99",1,"9999",2,1,33395,477259,210584,305,0,305,117050724,0,1
"24","A","134137","99999",1,"9999","13129","27","99",1,"9999",1,2,0,6000,0,0,250,250,36708000,0,1
"24","A","134138","99999",1,"9999","13122","27","99",1,"9999",1,1,0,393831,832458,308,0,308,33551908,0,1
"24","A","134140","99999",1,"9999","13121","27","99",2,"9999",1,1,1998713,0,1678510,307,0,307,549754190,0,1
"24","A","134141","99999",1,"9999","13124","27","99",2,"9999",1,1,0,175911,0,311,0,311,252027297,0,1
"24","A","134144","99999",1,"9999","13124","27","99",1,"9999",1,1,2389950,329185,476235,306,0,306,202717024,30,1
"24","A","134147","99999",1,"9999","13124","27","99",2,"9999",1,1,1129000,101510,1402000,308,0,308,119430000,0,1
"24","A","134149","99999",1,"9999","13121","27","99",2,"9999",1,1,1712720,453740,676630,307,0,307,171055620,0,1
"24","A","134153","99999",1,"9999","13124","27","99",2,"9999",1,1,1130168,924670,270719,308,0,308,467008089,0,1
"24","A","134155","99999",1,"9999","13121","27","99",2,"9999",1,1,7831409,700000,2600000,311,0,311,1514900000,0,1
"24","A","134156","99999",1,"9999","13121","27","99",1,"9999",1,1,0,987000,1057000,351,0,351,803565000,43,1
"24","A","134157","99999",1,"9999","13121","27","99",1,"9999",1,1,282700,499456,396190,310,0,310,73684304,0,1
"24","A","134158","99999",1,"9999","13129","27","99",1,"9999",1,7,0,0,0,0,0,0,0,0,0
"24","A","134159","99999",1,"9999","13121","27","99",1,"9999",1,7,0,0,0,0,0,0,0,0,0
"24","A","134160","99999",1,"9999","13131","27","99",2,"9999",1,1,2787932,1615123,775636,314,0,314,1249201725,0,1
"24","A","134161","99999",1,"9999","13134","27","99",2,"9999",1,1,1595761,890306,2489028,308,0,308,451862827,0,1
"24","A","134163","99999",1,"9999","13131","27","99",2,"9999",1,1,542669,3063294,0,311,0,311,392667106,0,1
